Carrier,Month,Day,Weekday,Departure (hhhh),Air Time (min),Arrival (hhhh),Distance (miles),Total Delay (min),Status
6,2,10,1,928,48,1059,209,17,1
6,2,11,2,900,99,1109,541,75,1
6,2,20,4,904,51,1021,273,0,0
6,2,20,4,927,50,1032,266,0,0
6,2,22,6,901,246,1232,1521,8,1
6,2,23,7,910,45,1033,209,4,1
6,2,28,5,936,85,1132,541,111,1
6,2,4,2,928,93,1119,541,113,1
6,2,16,7,913,53,1043,273,17,1
6,2,10,1,923,48,1056,266,12,1
6,2,12,3,926,43,1030,209,0,0
6,2,12,3,924,43,1033,266,0,0
6,2,15,6,924,41,1025,266,0,0
6,2,23,7,906,53,1038,273,11,1
6,2,28,5,911,49,1029,209,0,0
6,2,16,7,914,44,1033,209,4,1
6,2,24,1,904,133,1151,828,22,1
6,2,26,3,926,46,1039,273,26,1
6,2,17,1,907,53,1024,273,0,0
6,2,26,3,928,43,1046,266,0,0
6,2,19,3,912,43,1027,209,0,0
6,2,28,5,959,127,1230,828,116,1
6,2,1,6,918,46,1022,266,0,0
6,2,25,2,924,47,1027,266,0,0
6,2,4,2,939,46,1049,273,33,1
6,2,14,5,907,53,1045,273,18,1
6,2,27,4,923,45,1040,266,0,0
6,2,28,5,929,45,1047,266,1,1
6,2,4,2,936,44,1042,209,6,1
6,2,20,4,909,47,1018,209,0,0
6,2,6,4,928,47,1057,266,13,1
6,2,24,1,912,47,1039,209,10,1
6,2,23,7,955,324,1244,2248,0,0
6,2,15,6,932,47,1044,264,11,1
6,2,7,5,919,56,1041,264,0,0
6,2,9,7,916,44,1015,273,0,0
6,2,23,7,902,245,1235,1521,11,1
6,2,18,2,916,124,1219,828,62,1
6,2,26,3,917,45,1038,209,9,1
6,2,27,4,911,50,1029,209,0,0
6,2,14,5,910,125,1146,828,23,1
6,2,17,1,925,51,1040,266,0,0
6,2,25,2,913,50,1018,273,1,1
6,2,21,5,926,42,1046,266,0,0
6,2,22,6,911,117,1134,718,242,1
6,2,23,7,924,45,1044,266,0,0
6,2,8,6,922,45,1018,209,0,0
6,2,21,5,909,42,1035,273,8,1
6,2,15,6,931,124,1154,828,52,1
6,2,19,3,905,49,1012,273,0,0
6,2,24,1,905,238,1252,1521,28,1
6,2,16,7,946,138,1246,944,8,1
6,2,20,4,947,130,1226,944,0,0
6,2,8,6,923,49,1031,264,0,0
6,2,12,3,901,232,1231,1521,5,1
6,2,17,1,922,54,1039,264,0,0
6,2,21,5,953,161,1316,1069,12,1
6,2,6,4,904,254,1313,1521,47,1
6,2,4,2,928,138,1223,944,7,1
6,2,28,5,900,127,1053,740,261,1
6,2,1,6,917,52,1024,264,0,0
6,2,26,3,940,147,1253,944,15,1
6,2,20,4,957,322,1302,2248,18,1
6,2,12,3,917,48,1022,264,0,0
6,2,21,5,905,233,1245,1521,21,1
6,2,9,7,906,231,1220,1521,1,1
6,2,4,2,916,352,1233,2446,88,1
6,2,27,4,944,164,1309,944,31,1
6,2,26,3,937,52,1053,264,25,1
6,2,11,2,934,56,1052,264,14,1
6,2,27,4,917,57,1049,264,6,1
6,2,4,2,915,236,1234,1521,18,1
6,2,28,5,924,51,1050,264,9,1
6,2,14,5,950,147,1304,944,28,1
6,2,24,1,954,332,1256,2248,12,1
6,2,16,7,955,150,1257,1069,0,0
6,2,21,5,945,161,1256,944,18,1
6,2,14,5,950,59,1123,301,286,1
6,2,7,5,900,252,1235,1521,9,1
6,2,26,3,900,246,1226,1521,2,1
6,2,28,5,942,142,1236,944,0,0
6,2,22,6,956,161,1344,1069,40,1
6,2,11,2,926,151,1221,944,3,1
6,2,12,3,925,146,1220,944,1,1
6,2,1,6,956,339,1301,2248,15,1
6,2,12,3,930,339,1235,2475,0,0
6,2,23,7,943,145,1234,944,0,0
6,2,21,5,957,305,1230,2248,0,0
6,2,9,7,922,54,1044,264,0,0
6,2,9,7,954,345,1313,2248,27,1
6,2,18,2,955,329,1302,2248,18,1
6,2,2,7,932,376,1310,2475,18,1
6,2,26,3,927,156,1246,1005,127,1
6,2,7,5,925,152,1227,944,8,1
6,2,14,5,925,51,1051,264,11,1
6,2,2,7,909,369,1233,2446,81,1
6,2,22,6,902,165,1220,1074,51,1
6,2,19,3,956,336,1254,2248,10,1
6,2,8,6,959,330,1246,2248,0,0
6,2,9,7,902,162,1305,1069,59,1
6,2,28,5,903,216,1234,1521,10,1
6,2,23,7,915,184,1257,1074,101,1
6,2,7,5,929,357,1247,2475,0,0
6,2,9,7,933,373,1306,2475,14,1
6,2,10,1,937,147,1251,944,44,1
6,2,24,1,955,161,1304,1069,0,0
6,2,17,1,956,145,1249,1069,0,0
6,2,20,4,902,222,1207,1521,0,0
6,2,22,6,944,160,1259,944,21,1
6,2,27,4,915,219,1213,1521,10,1
6,2,23,7,918,51,1045,264,2,1
6,2,26,3,954,316,1258,2248,14,1
6,2,27,4,914,389,1321,2586,80,1
6,2,20,4,931,50,1038,264,9,1
6,2,4,2,948,153,1246,1069,86,1
6,2,10,1,901,133,1147,828,33,1
6,2,19,3,904,360,1223,2446,59,1
6,2,24,1,945,149,1246,944,8,1
6,2,25,2,943,148,1230,944,0,0
6,2,4,2,922,47,1028,264,0,0
6,2,21,5,920,53,1058,264,15,1
6,2,16,7,903,206,1415,1598,264,1
6,2,18,2,949,154,1320,1069,16,1
6,2,6,4,936,366,1319,2475,29,1
6,2,18,2,947,144,1313,944,35,1
6,2,17,1,947,130,1216,944,0,0
6,2,19,3,947,136,1228,944,0,0
6,2,4,2,926,127,1151,828,62,1
6,2,10,1,945,361,1346,2475,65,1
6,2,14,5,907,154,1234,1005,106,1
6,2,25,2,955,162,1257,1069,0,0
6,2,11,2,928,332,1223,2475,0,0
6,2,19,3,956,164,1254,1069,0,0
7,2,3,1,928,346,1247,2475,280,1
7,2,4,2,900,351,1240,2475,7,1
7,2,6,4,908,351,1252,2475,27,1
7,2,6,4,900,192,1403,1598,13,1
6,2,2,7,921,54,1033,264,0,0
6,2,6,4,920,159,1250,944,31,1
6,2,1,6,924,138,1157,944,0,0
6,2,9,7,920,144,1204,944,0,0
6,2,10,1,920,52,1057,264,10,1
7,2,7,5,905,354,1230,2475,5,1
7,2,7,5,916,189,1400,1623,64,1
7,2,7,5,951,400,1400,2586,25,1
7,2,8,6,959,194,1437,1598,110,1
7,2,9,7,902,125,1148,760,71,1
7,2,8,6,900,171,1208,1089,101,1
7,2,10,1,938,351,1341,2475,106,1
7,2,10,1,957,364,1340,2586,5,1
7,2,12,3,915,320,1210,2475,15,1
7,2,12,3,913,188,1343,1598,13,1
7,2,11,2,959,360,1321,2586,0,0
7,2,14,5,948,113,1209,760,124,1
7,2,14,5,910,233,1411,1623,69,1
5,2,1,6,904,161,1212,1089,0,0
5,2,2,7,905,154,1206,1089,0,0
5,2,4,2,908,156,1226,1089,0,0
5,2,6,4,908,167,1245,1089,10,1
5,2,7,5,906,158,1210,1089,0,0
5,2,8,6,915,174,1228,1089,5,1
5,2,9,7,908,161,1208,1089,0,0
5,2,10,1,908,158,1234,1089,0,0
5,2,11,2,916,157,1215,1089,6,1
5,2,12,3,928,156,1228,1089,0,0
5,2,14,5,942,161,1315,1089,37,1
5,2,15,6,944,162,1300,1089,24,1
5,2,16,7,930,151,1238,1089,0,0
5,2,17,1,929,143,1211,1089,0,0
5,2,18,2,937,154,1312,1089,29,1
5,2,19,3,930,157,1233,1089,0,0
5,2,20,4,929,149,1223,1089,0,0
5,2,22,6,931,160,1251,1089,2,1
5,2,24,1,924,157,1242,1089,0,0
5,2,25,2,922,155,1230,1089,0,0
5,2,26,3,931,156,1228,1089,1,1
5,2,27,4,929,168,1256,1089,6,1
5,2,28,5,932,155,1240,1089,2,1
7,2,14,5,944,204,1509,1598,126,1
7,2,13,4,912,304,1343,2248,186,1
7,2,15,6,900,344,1238,2475,8,1
7,2,15,6,940,342,1322,2475,1627,1
7,2,15,6,959,370,1335,2586,4,1
7,2,15,6,919,358,1303,2475,290,1
7,2,16,7,925,303,1316,2153,183,1
7,2,16,7,933,199,1432,1598,79,1
7,2,16,7,923,141,1227,1005,153,1
7,2,17,1,957,369,1328,2586,0,0
7,2,18,2,927,134,1247,944,194,1
7,2,18,2,918,146,1234,1005,162,1
7,2,19,3,907,356,1239,2475,11,1
7,2,19,3,954,366,1325,2586,0,0
7,2,17,1,900,189,1344,1598,0,0
7,2,20,4,931,191,1405,1598,49,1
7,2,18,2,947,205,1501,1623,156,1
7,2,18,2,921,156,1258,1069,153,1
7,2,20,4,956,361,1319,2586,0,0
7,2,22,6,900,194,1350,1598,4,1
7,2,22,6,901,351,1219,2475,1,1
3,2,19,3,959,92,1158,541,0,0
3,2,25,2,920,90,1105,541,86,1
4,2,23,7,931,325,1224,2248,0,0
4,2,23,7,911,352,1243,2475,0,0
4,2,17,1,923,351,1239,2475,8,1
4,2,18,2,949,317,1251,2248,30,1
4,2,18,2,925,353,1307,2475,32,1
4,2,19,3,930,337,1227,2248,0,0
4,2,19,3,911,367,1247,2475,2,1
4,2,2,7,943,347,1300,2248,33,1
4,2,2,7,915,369,1251,2475,6,1
4,2,20,4,929,325,1217,2248,0,0
4,2,20,4,909,348,1224,2475,0,0
4,2,21,5,934,313,1223,2248,0,0
4,2,21,5,912,336,1227,2475,0,0
4,2,22,6,934,322,1214,2248,0,0
4,2,22,6,905,356,1238,2475,0,0
4,2,1,6,933,340,1228,2248,0,0
4,2,1,6,914,370,1244,2475,0,0
4,2,10,1,932,324,1237,2248,2,1
4,2,10,1,915,363,1245,2475,0,0
4,2,3,1,927,332,1400,2248,85,1
4,2,3,1,927,357,1412,2475,99,1
4,2,4,2,934,355,1255,2475,29,1
4,2,6,4,944,339,1307,2248,41,1
4,2,6,4,926,374,1321,2475,47,1
4,2,7,5,918,369,1256,2475,14,1
4,2,8,6,944,324,1231,2248,9,1
4,2,8,6,912,362,1236,2475,0,0
4,2,9,7,951,341,1259,2248,40,1
4,2,9,7,922,364,1246,2475,8,1
4,2,24,1,930,327,1235,2248,0,0
4,2,24,1,908,358,1253,2475,8,1
4,2,25,2,925,330,1215,2248,0,0
4,2,25,2,908,353,1218,2475,0,0
4,2,26,3,928,326,1226,2248,0,0
4,2,26,3,913,363,1253,2475,8,1
4,2,27,4,938,332,1243,2248,11,1
4,2,27,4,913,361,1259,2475,14,1
4,2,28,5,939,336,1252,2248,21,1
4,2,11,2,931,322,1222,2248,0,0
4,2,11,2,918,353,1232,2475,3,1
4,2,12,3,939,318,1220,2248,4,1
4,2,12,3,920,346,1234,2475,5,1
4,2,15,6,947,328,1238,2248,15,1
4,2,15,6,926,357,1253,2475,19,1
4,2,16,7,920,366,1312,2475,32,1
4,2,17,1,937,329,1230,2248,2,1
0,2,3,1,915,53,1216,213,141,1
0,2,12,3,910,43,1011,213,15,1
0,2,18,2,919,44,1102,213,71,1
0,2,25,2,902,58,1027,213,19,1
2,2,28,5,918,385,1312,2586,69,1
2,2,24,1,901,356,1235,2586,15,1
2,2,27,4,937,368,1310,2586,86,1
2,2,18,2,900,359,1315,2586,54,1
2,2,16,7,900,357,1258,2475,104,1
2,2,6,4,921,366,1315,2586,63,1
3,2,4,2,917,94,1109,541,87,1
7,2,21,5,959,350,1320,2586,0,0
7,2,25,2,958,357,1316,2586,0,0
7,2,24,1,956,361,1329,2586,0,0
7,2,26,3,915,316,1359,2153,210,1
7,2,26,3,921,354,1312,2475,58,1
7,2,26,3,922,184,1356,1598,31,1
7,2,27,4,904,202,1406,1598,23,1
7,2,28,5,958,202,1502,1598,133,1
7,2,23,7,957,357,1323,2586,0,0
6,2,1,6,922,46,1020,209,0,0
6,2,15,6,909,45,1025,273,0,0
6,2,1,6,915,46,1013,273,0,0
6,2,25,2,912,49,1016,209,0,0
6,2,27,4,908,44,1019,273,0,0
6,2,8,6,923,170,1254,944,35,1
6,2,25,2,937,57,1052,264,24,1
6,2,19,3,918,50,1038,264,0,0
6,2,10,1,925,240,1306,1521,60,1
6,2,14,5,928,220,1256,1521,55,1
6,2,15,6,953,143,1245,944,12,1
7,2,4,2,903,326,1151,2248,72,1
1,2,4,2,957,48,1108,228,0,0
1,2,8,6,956,50,1102,228,0,0
1,2,2,7,958,48,1106,228,0,0
1,2,1,6,957,47,1107,228,0,0
1,2,9,7,951,51,1105,228,0,0
1,2,10,1,951,52,1121,228,0,0
1,2,17,1,953,46,1100,228,0,0
1,2,24,1,952,58,1117,228,0,0
1,2,20,4,959,46,1101,228,1,1
1,2,22,6,950,48,1055,228,0,0
1,2,28,5,948,47,1103,228,0,0
1,2,11,2,952,53,1103,228,0,0
1,2,23,7,953,45,1059,228,0,0
1,2,27,4,951,52,1105,228,0,0
1,2,19,3,949,48,1058,228,0,0
7,2,13,4,932,208,1501,1598,103,1
7,2,28,5,925,357,1303,2475,53,1
7,2,28,5,955,113,1216,760,138,1
8,2,3,1,900,645,1655,4983,120,1
8,2,7,5,908,685,1554,4983,67,1
8,2,9,7,902,675,1539,4983,46,1
8,2,16,7,900,673,1552,4983,57,1
8,2,17,1,900,667,1536,4983,41,1
8,2,18,2,901,660,1557,4983,63,1
5,3,6,4,900,334,1212,2475,0,0
5,3,14,5,925,327,1219,2475,29,1
5,3,20,4,920,336,1216,2475,21,1
5,3,23,7,900,356,1238,2475,23,1
5,3,29,6,904,346,1233,2475,22,1
5,3,31,1,905,331,1244,2475,34,1
5,3,31,1,926,351,1301,2475,192,1
5,3,30,7,915,344,1235,2422,1845,1
5,3,19,3,952,198,1342,1623,214,1
5,3,2,7,929,145,1212,1089,0,0
5,3,4,2,922,159,1233,1089,0,0
5,3,5,3,926,157,1230,1089,0,0
5,3,6,4,918,163,1233,1089,0,0
5,3,7,5,920,163,1233,1089,0,0
5,3,8,6,931,152,1248,1089,24,1
5,3,9,7,915,149,1211,1089,0,0
5,3,10,1,918,154,1211,1089,0,0
5,3,11,2,917,149,1207,1089,0,0
5,3,12,3,924,147,1220,1089,4,1
5,3,13,4,919,150,1230,1089,0,0
5,3,14,5,948,151,1241,1089,34,1
5,3,15,6,915,150,1222,1089,0,0
5,3,16,7,917,154,1244,1089,9,1
5,3,17,1,922,172,1239,1089,6,1
5,3,18,2,919,164,1231,1089,0,0
5,3,19,3,915,153,1212,1089,0,0
5,3,20,4,918,158,1221,1089,0,0
5,3,21,5,922,146,1226,1089,2,1
5,3,22,6,917,171,1252,1089,17,1
5,3,23,7,916,147,1220,1089,0,0
5,3,24,1,917,151,1212,1089,0,0
5,3,25,2,931,161,1229,1089,11,1
5,3,26,3,910,150,1221,1089,0,0
5,3,28,5,917,148,1214,1089,0,0
5,3,30,7,914,151,1211,1089,0,0
5,3,25,2,938,148,1230,944,263,1
5,3,22,6,900,362,1242,2586,127,1
5,3,2,7,916,40,1018,187,146,1
5,3,11,2,903,48,1015,187,128,1
5,3,22,6,948,38,1057,187,215,1
6,3,2,7,920,55,1042,264,0,0
6,3,2,7,900,230,1218,1521,0,0
6,3,1,6,954,147,1258,1069,0,0
6,3,1,6,915,41,1050,209,21,1
6,3,1,6,906,46,1050,273,23,1
6,3,1,6,957,128,1226,944,9,1
6,3,1,6,925,52,1112,264,32,1
6,3,1,6,902,224,1248,1521,23,1
6,3,1,6,921,45,1100,266,19,1
6,3,2,7,912,43,1010,209,0,0
6,3,2,7,915,43,1011,273,3,1
6,3,2,7,907,83,1050,541,40,1
6,3,5,3,954,319,1234,2248,0,0
6,3,5,3,946,155,1244,944,6,1
6,3,5,3,915,52,1023,264,0,0
6,3,5,3,901,218,1207,1521,0,0
6,3,8,6,910,46,1020,209,0,0
6,3,8,6,909,52,1026,273,0,0
6,3,8,6,946,138,1240,944,2,1
6,3,8,6,920,55,1046,264,3,1
6,3,8,6,914,264,1316,1521,61,1
6,3,2,7,924,46,1028,266,0,0
6,3,3,1,949,327,1319,2248,35,1
6,3,6,4,925,45,1029,266,0,0
6,3,6,4,900,54,1015,301,0,0
6,3,7,5,955,165,1304,1069,0,0
6,3,7,5,921,40,1019,209,3,1
6,3,7,5,904,49,1017,273,0,0
6,3,7,5,956,301,1225,2248,0,0
6,3,7,5,946,145,1231,944,0,0
6,3,7,5,912,210,1206,1521,7,1
6,3,5,3,924,48,1025,266,0,0
6,3,6,4,959,182,1334,1069,28,1
6,3,6,4,909,47,1013,209,0,0
6,3,6,4,914,52,1027,273,2,1
6,3,6,4,949,153,1250,944,13,1
6,3,6,4,914,220,1216,1521,9,1
6,3,9,7,913,235,1237,1521,21,1
6,3,9,7,927,50,1039,266,0,0
6,3,10,1,915,47,1038,209,9,1
6,3,10,1,909,53,1037,273,10,1
6,3,10,1,916,151,1207,1074,41,1
6,3,10,1,955,300,1230,2248,0,0
6,3,4,2,956,153,1247,1069,0,0
6,3,4,2,911,45,1022,273,0,0
6,3,4,2,959,319,1241,2248,0,0
6,3,4,2,919,52,1036,264,0,0
6,3,4,2,908,242,1237,1521,16,1
6,3,4,2,927,50,1035,266,0,0
6,3,5,3,958,175,1315,1069,12,1
6,3,5,3,937,51,1043,209,33,1
6,3,5,3,912,46,1015,273,0,0
6,3,11,2,906,44,1019,209,0,0
6,3,11,2,908,50,1016,273,0,0
6,3,11,2,958,325,1255,2248,11,1
6,3,11,2,942,133,1213,944,0,0
6,3,11,2,929,48,1032,266,0,0
6,3,8,6,919,56,1043,266,2,1
6,3,8,6,907,161,1218,1069,20,1
6,3,9,7,924,49,1032,209,9,1
6,3,9,7,912,54,1030,273,3,1
6,3,9,7,952,275,1149,2248,0,0
6,3,9,7,944,144,1228,944,0,0
6,3,9,7,901,125,1131,828,15,1
6,3,12,3,904,230,1210,1521,0,0
6,3,12,3,959,129,1152,740,363,1
6,3,12,3,920,42,1027,266,0,0
6,3,12,3,901,156,1200,1069,1,1
6,3,13,4,920,49,1044,209,17,1
6,3,13,4,957,306,1237,2248,0,0
6,3,13,4,947,144,1243,944,5,1
6,3,13,4,906,206,1231,1521,8,1
6,3,7,5,926,45,1028,266,0,0
6,3,7,5,900,175,1227,1069,22,1
6,3,13,4,900,163,1213,1069,8,1
6,3,13,4,905,59,1048,301,20,1
6,3,14,5,907,54,1015,273,0,0
6,3,14,5,958,312,1229,2248,0,0
6,3,14,5,933,50,1034,266,3,1
6,3,14,5,904,153,1154,1069,4,1
6,3,14,5,905,56,1016,301,0,0
6,3,15,6,954,153,1253,1069,0,0
6,3,15,6,912,47,1015,209,0,0
6,3,15,6,905,48,1011,273,0,0
6,3,18,2,914,45,1018,209,0,0
6,3,18,2,910,48,1019,273,0,0
6,3,18,2,954,320,1244,2248,0,0
6,3,18,2,948,150,1235,944,0,0
6,3,18,2,903,126,1141,828,27,1
6,3,11,2,903,57,1017,301,0,0
6,3,12,3,951,161,1313,1069,6,1
6,3,12,3,911,46,1018,273,0,0
6,3,12,3,948,135,1225,944,0,0
6,3,15,6,945,138,1228,944,0,0
6,3,15,6,917,58,1028,264,0,0
6,3,15,6,901,245,1231,1521,7,1
6,3,15,6,921,42,1015,266,0,0
6,3,15,6,900,168,1214,1069,9,1
6,3,16,7,923,50,1047,209,23,1
6,3,16,7,906,46,1029,273,2,1
6,3,16,7,911,125,1158,828,52,1
6,3,16,7,901,236,1234,1521,10,1
6,3,19,3,921,41,1018,266,0,0
6,3,16,7,940,48,1103,266,27,1
6,3,16,7,909,158,1225,1069,29,1
6,3,16,7,900,65,1052,301,24,1
6,3,17,1,955,176,1325,1069,19,1
6,3,17,1,913,43,1021,209,0,0
6,3,17,1,906,43,1012,273,0,0
6,3,17,1,956,332,1300,2248,16,1
6,3,17,1,945,157,1300,944,22,1
6,3,17,1,900,212,1154,1521,0,0
6,3,17,1,925,41,1034,266,0,0
6,3,17,1,907,176,1254,1069,56,1
6,3,17,1,904,60,1025,301,0,0
6,3,18,2,956,171,1303,1069,0,0
6,3,20,4,935,58,1048,301,50,1
6,3,21,5,958,142,1245,1069,0,0
6,3,21,5,916,49,1032,209,3,1
6,3,21,5,908,51,1029,273,2,1
6,3,21,5,946,130,1228,944,0,0
6,3,21,5,921,117,1203,828,67,1
6,3,21,5,922,51,1050,266,4,1
6,3,18,2,930,45,1033,266,0,0
6,3,18,2,905,172,1225,1069,25,1
6,3,19,3,958,147,1245,1069,0,0
6,3,19,3,915,42,1018,209,0,0
6,3,19,3,909,47,1013,273,0,0
6,3,19,3,953,309,1227,2248,0,0
6,3,19,3,945,138,1230,944,0,0
6,3,19,3,902,255,1241,1521,17,1
6,3,22,6,919,58,1101,264,18,1
6,3,22,6,902,232,1228,1521,4,1
6,3,22,6,920,45,1049,266,8,1
6,3,23,7,912,48,1033,209,4,1
6,3,23,7,907,49,1029,273,2,1
6,3,23,7,958,328,1254,2248,10,1
6,3,23,7,901,250,1253,1521,29,1
6,3,26,3,916,43,1032,266,0,0
6,3,20,4,914,48,1015,209,0,0
6,3,20,4,908,49,1024,273,0,0
6,3,20,4,940,153,1249,944,11,1
6,3,20,4,931,43,1032,266,1,1
6,3,23,7,925,45,1039,266,0,0
6,3,24,1,957,153,1314,1069,8,1
6,3,24,1,912,49,1015,209,0,0
6,3,24,1,955,158,1308,944,37,1
6,3,24,1,917,54,1036,264,0,0
6,3,24,1,900,250,1239,1521,15,1
6,3,24,1,946,46,1058,266,28,1
6,3,25,2,956,162,1317,1069,11,1
6,3,25,2,915,43,1014,209,0,0
6,3,25,2,908,44,1008,273,0,0
6,3,28,5,908,45,1012,273,0,0
6,3,21,5,907,59,1045,301,19,1
6,3,22,6,912,45,1041,209,12,1
6,3,22,6,905,46,1032,273,5,1
6,3,22,6,956,136,1245,944,15,1
6,3,25,2,956,308,1233,2248,0,0
6,3,25,2,943,153,1248,944,10,1
6,3,25,2,916,49,1029,264,0,0
6,3,25,2,931,44,1034,266,1,1
6,3,26,3,959,144,1254,1069,0,0
6,3,26,3,920,47,1038,209,11,1
6,3,26,3,906,51,1028,273,1,1
6,3,26,3,956,318,1240,2248,0,0
6,3,26,3,946,136,1236,944,0,0
6,3,26,3,934,55,1056,264,25,1
6,3,29,6,919,44,1028,266,0,0
6,3,29,6,903,52,1021,301,0,0
6,3,30,7,927,42,1026,209,0,0
6,3,30,7,953,43,1058,273,79,1
6,3,28,5,945,140,1230,944,0,0
6,3,28,5,901,237,1228,1521,4,1
6,3,28,5,908,146,1204,1005,66,1
6,3,28,5,941,45,1042,266,11,1
6,3,28,5,905,57,1033,301,5,1
6,3,29,6,952,157,1304,1069,0,0
6,3,29,6,913,41,1014,209,0,0
6,3,29,6,907,44,1016,273,0,0
6,3,29,6,958,310,1236,2248,0,0
6,3,29,6,945,155,1253,944,15,1
6,3,29,6,902,220,1210,1521,0,0
6,3,27,4,958,156,1302,1069,0,0
6,3,27,4,915,44,1038,209,9,1
6,3,27,4,905,50,1038,273,11,1
6,3,27,4,959,318,1246,2248,2,1
6,3,27,4,948,138,1243,944,5,1
6,3,27,4,914,48,1052,264,9,1
6,3,27,4,902,225,1221,1521,0,0
6,3,27,4,924,47,1054,266,8,1
6,3,28,5,958,164,1303,1069,0,0
6,3,28,5,915,41,1012,209,0,0
7,3,2,7,910,353,1228,2475,16,1
6,3,31,1,927,47,1039,209,0,0
6,3,31,1,904,53,1108,273,46,1
6,3,31,1,909,151,1234,1074,13,1
6,3,31,1,956,322,1302,2248,24,1
6,3,31,1,932,52,1116,264,22,1
6,3,31,1,900,207,1217,1521,14,1
6,3,31,1,928,55,1100,266,16,1
6,3,31,1,939,53,1117,301,15,1
7,3,1,6,907,363,1319,2475,56,1
7,3,1,6,954,373,1344,2586,13,1
7,3,3,1,931,188,1403,1598,44,1
7,3,5,3,954,349,1309,2586,0,0
6,3,30,7,942,143,1302,944,25,1
6,3,30,7,935,119,1157,828,108,1
6,3,30,7,928,54,1040,266,0,0
6,3,30,7,917,160,1225,1069,39,1
6,3,30,7,936,52,1046,301,0,0
6,3,31,1,950,137,1243,1069,0,0
7,3,4,2,914,338,1218,2475,14,1
7,3,3,1,952,363,1329,2586,0,0
7,3,6,4,950,195,1429,1598,89,1
7,3,7,5,902,331,1157,2475,2,1
7,3,7,5,956,345,1301,2586,0,0
7,3,7,5,933,174,1255,1069,163,1
7,3,8,6,926,316,1211,2475,26,1
7,3,8,6,926,109,1153,760,54,1
7,3,8,6,957,333,1252,2586,0,0
7,3,8,6,938,192,1423,1598,74,1
7,3,9,7,904,309,1152,2475,4,1
7,3,9,7,957,338,1302,2586,0,0
7,3,9,7,902,187,1241,1598,2,1
7,3,6,4,912,341,1216,2475,12,1
7,3,6,4,955,350,1312,2586,0,0
7,3,12,3,906,345,1228,2475,12,1
7,3,10,1,902,320,1154,2475,2,1
7,3,10,1,954,361,1320,2586,0,0
7,3,11,2,900,338,1222,2475,0,0
7,3,11,2,956,360,1313,2586,0,0
7,3,13,4,933,191,1318,1598,61,1
7,3,13,4,948,301,1213,2248,135,1
7,3,14,5,906,328,1201,2475,6,1
7,3,14,5,923,91,1113,509,54,1
7,3,13,4,959,318,1245,2475,82,1
7,3,13,4,956,338,1311,2586,0,0
7,3,13,4,907,91,1129,509,54,1
7,3,10,1,900,176,1241,1598,0,0
7,3,14,5,916,185,1239,1598,16,1
7,3,15,6,902,320,1149,2475,2,1
7,3,15,6,956,345,1302,2586,0,0
7,3,16,7,927,323,1228,2475,33,1
7,3,16,7,959,352,1314,2586,0,0
7,3,17,1,933,343,1237,2475,48,1
7,3,19,3,936,336,1237,2475,51,1
7,3,19,3,952,359,1328,2586,0,0
7,3,18,2,920,190,1304,1598,34,1
7,3,18,2,931,336,1234,2475,43,1
7,3,18,2,956,344,1306,2586,0,0
7,3,18,2,955,84,1136,509,109,1
7,3,20,4,958,356,1319,2586,0,0
7,3,21,5,958,363,1322,2586,0,0
7,3,21,5,921,190,1306,1598,37,1
7,3,23,7,912,359,1248,2475,38,1
7,3,22,6,956,364,1335,2586,4,1
2,3,24,1,919,342,1246,2475,350,1
2,3,24,1,902,343,1223,2586,10,1
2,3,18,2,956,339,1318,2586,114,1
2,3,10,1,937,350,1246,2586,167,1
3,3,8,6,900,80,1052,541,53,1
4,3,1,6,936,351,1315,2248,41,1
4,3,10,1,933,312,1213,2248,0,0
4,3,11,2,928,272,1225,2248,0,0
4,3,24,1,930,317,1212,2248,0,0
4,3,18,2,934,319,1217,2248,0,0
4,3,19,3,926,318,1205,2248,0,0
4,3,2,7,938,337,1241,2248,9,1
4,3,2,7,913,367,1250,2475,5,1
4,3,20,4,927,324,1211,2248,0,0
4,3,21,5,923,334,1221,2248,0,0
4,3,22,6,932,324,1226,2248,1,1
4,3,23,7,930,330,1220,2248,0,0
4,3,7,5,918,329,1215,2475,3,1
4,3,8,6,927,305,1208,2248,0,0
4,3,8,6,915,315,1206,2475,0,0
4,3,9,7,927,291,1147,2248,0,0
4,3,25,2,925,310,1159,2248,0,0
4,3,26,3,927,312,1217,2248,0,0
4,3,27,4,931,308,1219,2248,0,0
4,3,27,4,900,349,1231,2475,11,1
4,3,28,5,928,327,1222,2248,0,0
4,3,29,6,934,318,1214,2248,0,0
4,3,12,3,932,311,1221,2248,0,0
4,3,13,4,932,313,1201,2248,0,0
4,3,13,4,902,331,1216,2475,2,1
4,3,14,5,934,313,1210,2248,0,0
4,3,15,6,927,308,1158,2248,0,0
4,3,16,7,930,310,1215,2248,0,0
4,3,17,1,935,324,1218,2248,0,0
4,3,30,7,936,324,1240,2248,16,1
4,3,30,7,902,349,1214,2475,2,1
4,3,31,1,930,331,1241,2248,16,1
4,3,31,1,901,335,1238,2475,19,1
4,3,4,2,933,327,1224,2248,0,0
4,3,4,2,914,349,1232,2475,0,0
4,3,5,3,930,325,1218,2248,0,0
4,3,5,3,912,342,1220,2475,0,0
4,3,6,4,933,311,1208,2248,0,0
4,3,6,4,911,342,1216,2475,0,0
4,3,7,5,935,299,1201,2248,0,0
