LivingArea,NumBedrooms,Pool,ListPrice,DwellingType
1384,3,None,119000,Single Family - Detached
1345,2,Community,118900,Mfg/Mobile Housing
1224,2,Community,74900,Townhouse
1554,3,Private,146000,Single Family - Detached
1422,2,Community,134900,Patio Home
2900,4,Private,549000,Single Family - Detached
1873,3,Private,395000,Single Family - Detached
2926,4,None,399000,Single Family - Detached
1280,3,None,49900,Mfg/Mobile Housing
1370,3,None,110000,Single Family - Detached
1656,2,Private,165000,Single Family - Detached
2674,4,None,335725,Single Family - Detached
2732,5,Private,319900,Single Family - Detached
1640,3,None,158000,Single Family - Detached
3098,4,Private,305000,Single Family - Detached
1325,3,None,176000,Single Family - Detached
2702,4,None,329613,Single Family - Detached
1273,3,Private,209900,Single Family - Detached
2325,4,Private,295000,Single Family - Detached
2636,5,Private,219900,Single Family - Detached
4572,5,Community,799000,Single Family - Detached
1048,2,Both Private & Community,84900,Townhouse
4204,5,None,399900,Single Family - Detached
1656,2,None,209900,Single Family - Detached
1980,4,None,159700,Single Family - Detached
1484,3,Community,62000,Townhouse
1500,3,Private,94500,Single Family - Detached
2054,2,Community,1050000,Loft Style
2035,3,None,234000,Single Family - Detached
7621,6,Private,1550000,Single Family - Detached
1503,3,Community,204489,Single Family - Detached
3182,5,Private,529000,Single Family - Detached
631,1,Community,90000,Apartment Style/Flat
2060,4,None,241130,Single Family - Detached
2576,3,Private,409000,Single Family - Detached
2279,4,None,345000,Single Family - Detached
3321,4,Both Private & Community,449900,Single Family - Detached
1710,4,None,196000,Single Family - Detached
2690,5,None,266911,Single Family - Detached
1714,3,Private,89500,Single Family - Detached
3469,4,Private,649000,Single Family - Detached
2056,4,None,244900,Single Family - Detached
4001,4,None,675900,Single Family - Detached
4850,6,Private,524000,Single Family - Detached
1741,4,None,100000,Single Family - Detached
1968,4,None,231049,Single Family - Detached
1619,3,None,190000,Single Family - Detached
2016,3,Community,290000,Single Family - Detached
1741,4,None,100000,Single Family - Detached
3484,4,None,369901,Single Family - Detached
3232,5,Private,549900,Single Family - Detached
1536,3,None,72500,Mfg/Mobile Housing
2343,4,None,159900,Mfg/Mobile Housing
1524,3,None,159000,Single Family - Detached
1910,3,Private,264999,Single Family - Detached
3242,5,Private,339900,Single Family - Detached
1750,3,Private,265000,Single Family - Detached
1949,5,None,270990,Single Family - Detached
2104,3,None,220000,Single Family - Detached
1620,3,Private,99900,Single Family - Detached
1400,3,None,200000,Single Family - Detached
1986,3,None,239000,Single Family - Detached
1022,2,Community,110500,Townhouse
2810,4,Private,324900,Single Family - Detached
2457,4,None,167500,Single Family - Detached
2242,5,None,218000,Single Family - Detached
4470,5,Private,715000,Single Family - Detached
1509,3,Private,209000,Single Family - Detached
1970,3,None,160000,Single Family - Detached
1894,2,Community,300000,Single Family - Detached
1707,3,None,359000,Single Family - Detached
2732,4,Both Private & Community,428900,Single Family - Detached
1900,3,Both Private & Community,324900,Single Family - Detached
1639,2,Community,269000,Single Family - Detached
2145,3,Community,473072,Townhouse
1056,2,None,120000,Single Family - Detached
2647,5,Private,500000,Single Family - Detached
1336,2,None,289000,Single Family - Detached
7217,6,Private,3250000,Single Family - Detached
864,2,None,154900,Single Family - Detached
2168,5,None,239450,Single Family - Detached
2770,3,None,339989,Single Family - Detached
2369,3,None,293402,Single Family - Detached
1314,3,None,242000,Single Family - Detached
1174,2,None,125000,Single Family - Detached
2239,3,None,325000,Single Family - Detached
2095,4,None,385000,Single Family - Detached
1671,3,Community,145000,Single Family - Detached
2312,5,None,164900,Single Family - Detached
4820,5,Private,1350000,Single Family - Detached
3543,6,None,320000,Single Family - Detached
2639,4,None,299900,Single Family - Detached
1650,4,None,165000,Single Family - Detached
1976,3,None,245000,Single Family - Detached
1190,2,Community,125000,Townhouse
1008,3,None,104900,Single Family - Detached
2260,4,Private,179900,Single Family - Detached
1366,3,Private,169000,Single Family - Detached
2219,4,None,250000,Single Family - Detached
1722,3,Community,134900,Townhouse
3482,3,Community,569000,Single Family - Detached
3132,3,Private,884900,Single Family - Detached
1831,3,Private,260000,Single Family - Detached
3055,6,Private,225000,Single Family - Detached
1871,3,None,299900,Single Family - Detached
2986,4,Community,328000,Single Family - Detached
1207,2,None,189000,Single Family - Detached
1718,3,None,120000,Single Family - Detached
1521,3,None,189900,Single Family - Detached
3359,4,Both Private & Community,569500,Single Family - Detached
2856,5,Private,485000,Single Family - Detached
2328,4,Private,455000,Single Family - Detached
2139,4,None,459900,Single Family - Detached
1563,3,Private,185000,Single Family - Detached
2735,5,Private,320000,Single Family - Detached
1746,3,Private,155000,Single Family - Detached
1827,4,Private,362500,Single Family - Detached
2710,4,Private,494000,Single Family - Detached
2161,4,Private,203900,Single Family - Detached
1692,4,None,210000,Single Family - Detached
1650,3,None,269000,Single Family - Detached
3289,5,Private,395000,Single Family - Detached
1583,3,Private,160000,Single Family - Detached
1356,2,Community,340000,Townhouse
2092,4,Private,274000,Single Family - Detached
3023,5,Private,295000,Single Family - Detached
2002,4,Private,169500,Single Family - Detached
1650,3,Both Private & Community,189520,Single Family - Detached
2088,3,Community,196107,Single Family - Detached
1962,4,None,229900,Single Family - Detached
1221,3,Private,119900,Single Family - Detached
1715,3,None,67000,Single Family - Detached
910,2,None,122900,Gemini/Twin Home
1440,2,Community,229700,Townhouse
1823,3,Community,209900,Townhouse
2481,3,Private,434900,Single Family - Detached
2816,4,Private,600000,Single Family - Detached
1327,3,None,129500,Single Family - Detached
1518,3,None,210000,Single Family - Detached
1561,3,None,160000,Single Family - Detached
2322,3,Private,439000,Single Family - Detached
2800,3,None,675000,Single Family - Detached
1564,2,None,165000,Single Family - Detached
1791,4,None,222700,Single Family - Detached
1694,3,None,362900,Single Family - Detached
1633,2,Community,199900,Townhouse
1746,3,None,71000,Single Family - Detached
2965,4,Private,475000,Single Family - Detached
1584,3,None,124900,Single Family - Detached
842,2,Community,94900,Townhouse
1283,2,Community,194900,Single Family - Detached
2317,4,None,419900,Single Family - Detached
3173,4,None,599000,Single Family - Detached
2516,4,None,379900,Single Family - Detached
1270,2,None,138000,Single Family - Detached
1296,4,None,74450,Single Family - Detached
2092,2,Both Private & Community,369000,Single Family - Detached
2074,3,None,284900,Single Family - Detached
1024,1,Community,99000,Apartment Style/Flat
1255,2,Community,157900,Townhouse
1750,3,None,153000,Mfg/Mobile Housing
982,2,Community,53000,Apartment Style/Flat
1577,3,Community,209900,Single Family - Detached
976,2,Community,180000,Apartment Style/Flat
1600,3,Community,128500,Single Family - Detached
3406,5,Private,339900,Single Family - Detached
2044,4,Private,199900,Single Family - Detached
4461,5,Private,442000,Single Family - Detached
2215,3,Private,649000,Single Family - Detached
946,2,Community,98791,Apartment Style/Flat
2169,4,Private,249000,Single Family - Detached
2485,4,None,159900,Single Family - Detached
850,1,Both Private & Community,108500,Apartment Style/Flat
1941,3,Community,185000,Single Family - Detached
1597,3,None,230000,Single Family - Detached
1392,3,None,129650,Single Family - Detached
1840,4,Private,274900,Single Family - Detached
1550,3,None,224995,Single Family - Detached
1550,3,None,224995,Single Family - Detached
2197,4,None,249000,Single Family - Detached
1579,2,Community,150000,Single Family - Detached
3644,5,Private,419000,Single Family - Detached
945,3,None,80000,Single Family - Detached
2941,5,None,230000,Single Family - Detached
2084,4,Private,262500,Single Family - Detached
1890,2,Community,264900,Townhouse
2013,3,None,231000,Single Family - Detached
1160,3,Community,99900,Townhouse
2200,4,None,423975,Single Family - Detached
1200,3,None,265000,Mfg/Mobile Housing
1800,2,Community,282500,Apartment Style/Flat
6373,3,Private,3489000,Single Family - Detached
2631,3,Both Private & Community,699900,Single Family - Detached
1937,3,Private,167995,Single Family - Detached
1704,4,Private,210000,Single Family - Detached
1196,2,Community,144900,Townhouse
1166,2,None,119900,Patio Home
2155,3,None,204900,Single Family - Detached
1710,3,Private,199000,Single Family - Detached
1616,3,None,148300,Single Family - Detached
1696,2,Community,99900,Townhouse
1700,2,Community,169900,Single Family - Detached
1196,2,Community,144900,Townhouse
2155,3,None,299900,Single Family - Detached
1642,4,None,140000,Single Family - Detached
883,2,Community,61000,Apartment Style/Flat
4207,4,Private,865880,Single Family - Detached
2615,4,Community,269900,Single Family - Detached
2531,3,None,459000,Single Family - Detached
3550,5,Private,765000,Single Family - Detached
1695,3,None,219000,Single Family - Detached
1520,3,None,239900,Single Family - Detached
2894,4,Private,330000,Single Family - Detached
2752,4,Community,369000,Single Family - Detached
1849,3,None,129900,Mfg/Mobile Housing
1450,3,Private,158000,Single Family - Detached
1259,3,None,134900,Single Family - Detached
2420,3,None,575000,Single Family - Detached
2149,4,Private,329900,Single Family - Detached
2013,3,Community,212000,Single Family - Detached
4032,5,None,749990,Single Family - Detached
3080,4,None,264400,Single Family - Detached
4326,5,None,650000,Single Family - Detached
1486,3,None,189900,Single Family - Detached
2501,3,None,269000,Single Family - Detached
2559,4,Private,269900,Single Family - Detached
2280,3,None,359900,Single Family - Detached
1917,3,Private,209000,Single Family - Detached
1311,3,Community,175000,Single Family - Detached
4950,4,None,1125000,Single Family - Detached
1474,3,None,220000,Single Family - Detached
3502,4,None,249900,Single Family - Detached
1852,4,Private,214900,Single Family - Detached
1879,3,Private,435000,Single Family - Detached
1017,2,Community,139900,Single Family - Detached
1955,4,Community,98000,Single Family - Detached
2082,4,None,340000,Single Family - Detached
1050,2,Private,159900,Apartment Style/Flat
800,2,None,132900,Single Family - Detached
1534,3,Private,249950,Single Family - Detached
2165,2,Community,339000,Single Family - Detached
2376,3,Private,289000,Single Family - Detached
1902,3,None,234900,Single Family - Detached
2192,4,None,399000,Single Family - Detached
3408,3,Private,749000,Single Family - Detached
2132,3,None,179900,Single Family - Detached
2475,3,None,279999,Single Family - Detached
1586,3,Private,219900,Single Family - Detached
1700,3,None,270000,Single Family - Detached
3296,3,None,319900,Single Family - Detached
1533,3,Community,184900,Single Family - Detached
3000,6,Private,369500,Single Family - Detached
1086,2,None,110000,Single Family - Detached
1248,3,None,104900,Single Family - Detached
1880,2,None,385000,Apartment Style/Flat
2393,2,Community,249900,Single Family - Detached
1879,3,Community,315500,Single Family - Detached
2158,3,Community,498999,Townhouse
1658,3,Community,218000,Single Family - Detached
3167,3,Private,560000,Single Family - Detached
1498,2,Community,115000,Mfg/Mobile Housing
4206,5,Private,599900,Single Family - Detached
1141,3,None,134900,Single Family - Detached
1137,2,Community,158000,Townhouse
1775,4,Private,238750,Single Family - Detached
1775,4,Private,249740,Single Family - Detached
1854,2,Community,329900,Apartment Style/Flat
760,1,Community,109900,Apartment Style/Flat
2025,3,Private,279900,Single Family - Detached
1001,2,None,225000,Single Family - Detached
1718,3,None,157000,Single Family - Detached
1519,3,None,112900,Single Family - Detached
5344,4,Private,849000,Single Family - Detached
1832,3,Private,335000,Single Family - Detached
2674,4,None,339900,Single Family - Detached
2005,2,None,580000,Single Family - Detached
1595,4,None,134900,Single Family - Detached
6409,5,Private,1790000,Single Family - Detached
1138,3,None,119000,Single Family - Detached
2113,4,None,169900,Single Family - Detached
3125,5,Private,605000,Single Family - Detached
1895,3,Private,284900,Single Family - Detached
2728,4,None,75000,Single Family - Detached
3527,6,None,289900,Single Family - Detached
1626,3,Private,246800,Single Family - Detached
2404,4,None,169900,Mfg/Mobile Housing
1913,3,Private,230000,Single Family - Detached
2760,4,None,358000,Single Family - Detached
3402,5,Private,339000,Single Family - Detached
1532,3,Community,235000,Single Family - Detached
3740,5,None,489900,Single Family - Detached
2331,4,Private,320000,Single Family - Detached
864,2,None,170000,Single Family - Detached
2412,3,Community,249900,Single Family - Detached
2115,2,Community,369900,Patio Home
2334,4,None,205000,Single Family - Detached
988,2,Community,73000,Townhouse
3431,5,Private,205800,Single Family - Detached
5280,4,Both Private & Community,1850000,Single Family - Detached
2539,3,Community,375000,Single Family - Detached
2195,3,Private,367000,Single Family - Detached
1246,2,Community,369900,Apartment Style/Flat
2447,3,None,384900,Single Family - Detached
2792,4,None,179900,Single Family - Detached
2264,3,Community,199900,Townhouse
1445,2,Community,300000,Single Family - Detached
3711,4,Private,329900,Single Family - Detached
2286,3,None,235000,Single Family - Detached
1930,3,None,83500,Single Family - Detached
1681,4,Private,221000,Single Family - Detached
2204,2,Community,279900,Single Family - Detached
1820,4,Private,245000,Single Family - Detached
2288,4,Community,199900,Townhouse
1522,4,None,129000,Single Family - Detached
1320,3,None,123500,Single Family - Detached
2185,3,Private,204900,Single Family - Detached
1617,3,Private,219000,Single Family - Detached
1633,2,Community,280000,Single Family - Detached
2512,4,Private,349900,Single Family - Detached
712,1,Community,39000,Townhouse
3573,3,Private,799000,Single Family - Detached
1534,3,None,132000,Single Family - Detached
2098,3,Community,266500,Single Family - Detached
1643,3,None,169900,Single Family - Detached
2170,4,None,138900,Single Family - Detached
3961,4,Both Private & Community,695000,Single Family - Detached
1924,4,None,175000,Single Family - Detached
1445,3,Community,189900,Single Family - Detached
1283,3,Private,125000,Single Family - Detached
1710,3,None,195000,Single Family - Detached
1530,2,Community,189900,Apartment Style/Flat
1744,3,Community,362400,Townhouse
1996,3,Community,309900,Single Family - Detached
1772,3,None,199900,Single Family - Detached
1655,3,Private,239000,Single Family - Detached
1494,2,None,139900,Townhouse
1710,3,None,195000,Single Family - Detached
1573,3,Community,167000,Single Family - Detached
3604,4,Private,400000,Single Family - Detached
1604,3,Private,279900,Single Family - Detached
2251,4,None,149900,Single Family - Detached
1730,2,Community,143000,Single Family - Detached
952,3,None,75000,Single Family - Detached
4257,5,None,699990,Single Family - Detached
1683,3,Community,206150,Single Family - Detached
1883,3,Community,180000,Townhouse
1605,3,None,100000,Single Family - Detached
1007,3,None,79900,Single Family - Detached
3141,5,Private,299000,Single Family - Detached
2261,4,None,189998,Single Family - Detached
2800,4,None,559900,Single Family - Detached
1243,3,None,92248,Single Family - Detached
1600,3,None,259000,Single Family - Detached
2232,4,None,139900,Single Family - Detached
1299,3,None,170000,Single Family - Detached
1716,3,None,155000,Single Family - Detached
1249,3,Private,149900,Single Family - Detached
2412,5,None,214000,Single Family - Detached
1579,3,None,199980,Single Family - Detached
2300,4,Private,164900,Single Family - Detached
743,1,Community,135000,Townhouse
1578,3,Community,250000,Townhouse
1729,3,None,169900,Single Family - Detached
1642,4,None,245000,Single Family - Detached
931,2,None,109900,Single Family - Detached
1521,4,Private,176500,Single Family - Detached
1999,2,Community,174900,Single Family - Detached
1268,4,Private,116000,Single Family - Detached
1602,2,Community,356900,Townhouse
1874,2,Both Private & Community,415000,Single Family - Detached
1657,2,None,255000,Single Family - Detached
1075,2,None,139900,Single Family - Detached
998,3,None,55000,Single Family - Detached
3193,4,Community,201500,Single Family - Detached
2084,3,None,290000,Single Family - Detached
3257,4,Community,730000,Single Family - Detached
1982,3,Community,216150,Single Family - Detached
3369,3,None,1695000,Single Family - Detached
922,2,None,154000,Single Family - Detached
2173,3,Private,289000,Single Family - Detached
3552,4,Private,450000,Single Family - Detached
1325,3,None,124900,Single Family - Detached
1017,2,Community,179900,Townhouse
2064,4,None,139990,Single Family - Detached
1445,2,Community,227900,Single Family - Detached
2005,5,Private,425000,Single Family - Detached
1479,3,Community,179999,Townhouse
1918,3,Private,329900,Single Family - Detached
1661,3,Community,238900,Single Family - Detached
1110,2,Community,115900,Single Family - Detached
2280,3,Community,142000,Townhouse
1686,3,None,159000,Single Family - Detached
1729,2,Community,399000,Townhouse
2204,4,None,204900,Single Family - Detached
1200,2,Community,108000,Townhouse
2324,3,None,199900,Single Family - Detached
1608,4,None,69900,Single Family - Detached
1035,1,Community,188000,Apartment Style/Flat
5440,4,Private,1699000,Single Family - Detached
3579,4,Private,789000,Single Family - Detached
2308,4,Private,265000,Single Family - Detached
1220,2,Community,128000,Townhouse
1237,2,Community,109900,Townhouse
3556,5,Community,432900,Single Family - Detached
986,2,Community,118500,Apartment Style/Flat
2761,5,None,375000,Single Family - Detached
1448,3,Both Private & Community,124900,Single Family - Detached
1705,3,Community,181500,Single Family - Detached
1238,3,Private,194900,Single Family - Detached
2204,4,Private,329000,Single Family - Detached
2666,4,Private,479999,Single Family - Detached
756,1,Community,49900,Townhouse
2180,3,Private,274900,Single Family - Detached
3784,4,Community,512500,Single Family - Detached
1032,2,Community,125000,Patio Home
2444,3,Community,899000,Apartment Style/Flat
1613,4,None,219900,Single Family - Detached
1293,2,Community,189900,Townhouse
1252,3,Community,124500,Apartment Style/Flat
2907,3,None,509900,Single Family - Detached
1177,2,None,259900,Single Family - Detached
2888,3,Private,189500,Mfg/Mobile Housing
1494,3,None,193900,Single Family - Detached
950,2,Community,123900,Apartment Style/Flat
3071,5,Private,210000,Single Family - Detached
1318,2,Community,99900,Apartment Style/Flat
982,2,Community,109900,Townhouse
1591,3,Community,148000,Single Family - Detached
3236,6,None,214500,Single Family - Detached
2096,3,Community,204900,Townhouse
1761,3,Community,257500,Single Family - Detached
2346,3,Community,379900,Single Family - Detached
3098,4,None,339900,Single Family - Detached
1009,2,Community,110000,Townhouse
1550,3,Private,199000,Single Family - Detached
1660,3,None,200000,Single Family - Detached
1868,3,Community,154000,Single Family - Detached
2105,3,Community,233900,Single Family - Detached
1325,3,None,179799,Single Family - Detached
732,1,Community,86000,Apartment Style/Flat
2165,4,Private,391000,Single Family - Detached
1420,4,None,84900,Single Family - Detached
1276,3,None,197500,Single Family - Detached
3755,4,None,459000,Single Family - Detached
1154,2,Community,209900,Single Family - Detached
6200,6,Private,1949000,Single Family - Detached
2604,3,Private,350000,Single Family - Detached
1821,3,None,289000,Single Family - Detached
1545,3,None,189900,Single Family - Detached
1691,3,Private,259000,Single Family - Detached
2449,3,None,299000,Single Family - Detached
3223,5,None,367200,Single Family - Detached
3401,3,Private,739000,Single Family - Detached
1750,2,Community,249900,Single Family - Detached
870,2,Community,89900,Townhouse
2698,3,Both Private & Community,618900,Single Family - Detached
1972,3,None,167200,Single Family - Detached
1151,3,None,180000,Single Family - Detached
2452,3,Community,399000,Single Family - Detached
2150,3,None,169900,Single Family - Detached
1430,4,Private,209900,Single Family - Detached
3143,4,None,948800,Townhouse
2366,3,Private,529000,Single Family - Detached
1951,3,Private,379900,Single Family - Detached
2146,3,Private,205000,Single Family - Detached
2140,2,Community,389000,Townhouse
1229,3,None,263000,Single Family - Detached
2046,4,None,259900,Single Family - Detached
1536,3,None,314500,Single Family - Detached
1593,3,None,179000,Single Family - Detached
2000,3,Community,379900,Single Family - Detached
1309,3,None,144500,Single Family - Detached
2552,3,Private,249900,Single Family - Detached
2419,3,Community,144900,Single Family - Detached
2039,4,Private,325000,Single Family - Detached
1181,3,None,150000,Single Family - Detached
2203,5,Community,249900,Single Family - Detached
2270,2,Community,575000,Single Family - Detached
1629,4,Private,159900,Single Family - Detached
1147,1,Both Private & Community,599000,Apartment Style/Flat
3008,3,None,564900,Single Family - Detached
1364,3,Private,105000,Single Family - Detached
2478,4,None,259000,Single Family - Detached
2201,3,Community,225000,Single Family - Detached
2128,3,Private,274500,Single Family - Detached
1848,3,None,249900,Single Family - Detached
1088,2,Community,68000,Townhouse
1528,3,None,199000,Single Family - Detached
784,2,Community,61000,Apartment Style/Flat
1657,4,None,155000,Single Family - Detached
1767,4,None,185000,Single Family - Detached
741,2,None,99900,Single Family - Detached
1967,3,None,129900,Single Family - Detached
2635,4,Private,249900,Single Family - Detached
3046,5,Private,419000,Single Family - Detached
1824,4,None,159900,Single Family - Detached
1581,3,None,189500,Single Family - Detached
2281,4,None,179900,Single Family - Detached
2193,4,Private,475000,Single Family - Detached
1841,3,None,225000,Single Family - Detached
2134,4,None,175900,Single Family - Detached
1983,3,None,179900,Single Family - Detached
3376,5,None,240000,Single Family - Detached
1628,4,None,159497,Single Family - Detached
1239,3,None,117800,Single Family - Detached
2937,5,None,395000,Single Family - Detached
2600,3,None,499900,Single Family - Detached
1870,3,None,204970,Single Family - Detached
939,2,Community,100000,Apartment Style/Flat
1628,3,None,162105,Single Family - Detached
2349,4,Both Private & Community,369000,Single Family - Detached
2282,3,None,324000,Single Family - Detached
2056,4,None,215000,Single Family - Detached
1578,2,Community,235000,Townhouse
1790,3,Community,219900,Single Family - Detached
3000,0,Private,329900,Single Family - Detached
1598,3,Community,200000,Single Family - Detached
1228,3,Community,162000,Single Family - Detached
2300,3,None,700000,Single Family - Detached
1218,3,None,133000,Single Family - Detached
3053,4,Private,390000,Single Family - Detached
1686,2,Community,189000,Patio Home
1942,2,Both Private & Community,335000,Single Family - Detached
3098,4,Both Private & Community,709900,Single Family - Detached
2009,3,Private,200000,Single Family - Detached
1436,2,None,183000,Single Family - Detached
2180,3,Community,215000,Single Family - Detached
2360,4,Private,469900,Single Family - Detached
1457,3,None,230900,Single Family - Detached
2103,4,None,335000,Single Family - Detached
2309,4,None,277000,Single Family - Detached
1220,2,None,175000,Townhouse
2988,4,None,649900,Single Family - Detached
1610,3,None,139900,Single Family - Detached
3681,5,Private,349900,Single Family - Detached
1852,4,None,164999,Single Family - Detached
1399,2,Both Private & Community,289000,Single Family - Detached
1586,3,None,222000,Single Family - Detached
1152,2,Community,143000,Apartment Style/Flat
1152,2,Community,149900,Apartment Style/Flat
832,2,None,84900,Single Family - Detached
1688,3,Community,172900,Townhouse
1763,3,Private,130000,Single Family - Detached
2700,4,Private,315000,Single Family - Detached
3300,4,Private,488000,Single Family - Detached
1571,3,Community,162500,Townhouse
3332,4,Private,239900,Single Family - Detached
1579,2,Community,312000,Townhouse
1122,2,Community,104500,Townhouse
2273,4,Private,325000,Single Family - Detached
864,2,None,119500,Single Family - Detached
5605,5,Private,1199900,Single Family - Detached
2175,3,None,500000,Single Family - Detached
1388,3,None,174900,Single Family - Detached
2028,3,Private,279900,Single Family - Detached
939,2,Community,87900,Apartment Style/Flat
1576,3,None,199900,Single Family - Detached
1832,4,None,145000,Single Family - Detached
1330,3,None,178900,Single Family - Detached
1623,3,None,149900,Single Family - Detached
3291,6,Private,350000,Single Family - Detached
1552,4,Private,169999,Single Family - Detached
2055,3,None,218000,Single Family - Detached
1052,2,Community,89000,Single Family - Detached
4533,4,None,890870,Single Family - Detached
2610,4,None,264900,Single Family - Detached
1835,3,Community,329000,Townhouse
1587,3,Private,179900,Single Family - Detached
2159,4,Community,439500,Single Family - Detached
2355,4,Private,460000,Single Family - Detached
2840,3,Community,384500,Single Family - Detached
2187,3,Community,397000,Single Family - Detached
1900,2,Community,235000,Single Family - Detached
1508,3,None,194900,Single Family - Detached
2024,3,None,169900,Single Family - Detached
2448,4,Private,379000,Single Family - Detached
1440,3,Community,212900,Patio Home
1307,3,Private,220000,Single Family - Detached
1052,2,None,90000,Single Family - Detached
2124,4,Private,240000,Single Family - Detached
960,4,Private,29900,Single Family - Detached
2065,4,None,259000,Single Family - Detached
1732,4,Private,165000,Single Family - Detached
1196,3,None,128000,Single Family - Detached
1915,4,None,159900,Single Family - Detached
924,2,Community,125000,Apartment Style/Flat
1725,3,None,135000,Single Family - Detached
2436,4,None,289000,Single Family - Detached
1344,2,None,280000,Mfg/Mobile Housing
1780,3,None,149900,Single Family - Detached
4034,5,Community,775000,Single Family - Detached
1965,3,None,205000,Single Family - Detached
1603,3,Community,249900,Townhouse
1936,3,None,188900,Single Family - Detached
1782,3,None,239000,Single Family - Detached
2454,3,None,949000,Townhouse
1636,2,Community,243950,Single Family - Detached
2313,3,Private,479000,Single Family - Detached
2000,4,None,115400,Mfg/Mobile Housing
1508,3,Community,138900,Single Family - Detached
1296,3,None,154500,Single Family - Detached
1675,4,None,145500,Single Family - Detached
1206,2,None,139500,Single Family - Detached
2071,4,Private,174900,Single Family - Detached
2258,3,None,180000,Single Family - Detached
2894,6,Private,317000,Single Family - Detached
1344,2,Community,109900,Townhouse
2002,4,Private,179950,Single Family - Detached
2242,3,Private,289900,Single Family - Detached
1991,3,Both Private & Community,245000,Single Family - Detached
2858,4,Private,287000,Single Family - Detached
2825,4,Private,400000,Single Family - Detached
1382,3,None,110000,Single Family - Detached
2377,4,None,319900,Single Family - Detached
1204,2,Community,109900,Townhouse
771,1,Community,65000,Apartment Style/Flat
1940,3,None,419000,Single Family - Detached
1963,4,Community,409900,Single Family - Detached
1844,3,Private,375000,Single Family - Detached
801,2,None,52900,Mfg/Mobile Housing
1593,3,Private,185000,Single Family - Detached
1832,2,Private,179000,Single Family - Detached
1928,4,Community,164000,Single Family - Detached
1167,3,None,55000,Single Family - Detached
2133,3,None,173000,Single Family - Detached
1156,2,Community,115400,Single Family - Detached
2090,4,Private,169900,Single Family - Detached
1288,2,None,213000,Single Family - Detached
1201,2,Community,94900,Mfg/Mobile Housing
2381,3,None,349521,Single Family - Detached
2663,5,None,185900,Single Family - Detached
1572,3,Private,210000,Single Family - Detached
3591,3,Private,950000,Single Family - Detached
956,1,Community,365000,Apartment Style/Flat
1405,4,None,159900,Single Family - Detached
2471,4,None,187500,Single Family - Detached
1739,3,Private,216500,Single Family - Detached
1836,3,Private,185000,Single Family - Detached
1441,3,None,489900,Mfg/Mobile Housing
1550,3,None,199999,Single Family - Detached
1535,3,Private,129900,Single Family - Detached
2998,4,Private,489900,Single Family - Detached
758,2,None,65000,Single Family - Detached
1639,3,None,197900,Single Family - Detached
1740,4,None,159900,Single Family - Detached
1242,3,None,149900,Single Family - Detached
841,3,None,65000,Single Family - Detached
3700,4,Private,650000,Single Family - Detached
2097,3,Private,370000,Single Family - Detached
911,3,None,65000,Single Family - Detached
1717,4,None,185000,Single Family - Detached
1653,3,None,135000,Single Family - Detached
1096,2,Community,159900,Single Family - Detached
1889,5,Private,825000,Single Family - Detached
1605,3,None,129900,Single Family - Detached
1574,4,None,169999,Single Family - Detached
1224,2,Community,79400,Apartment Style/Flat
2372,4,None,324979,Single Family - Detached
754,1,Community,54499,Apartment Style/Flat
1490,3,None,139900,Single Family - Detached
2976,4,Private,307900,Single Family - Detached
994,2,Community,85900,Townhouse
1136,3,None,135000,Single Family - Detached
1661,3,None,184500,Single Family - Detached
2680,4,None,224900,Single Family - Detached
884,2,None,135000,Single Family - Detached
10452,5,Private,2965000,Single Family - Detached
2398,4,Private,325000,Single Family - Detached
1378,3,None,199000,Single Family - Detached
1326,4,None,130000,Single Family - Detached
2064,3,Community,199000,Single Family - Detached
1743,2,Community,182000,Gemini/Twin Home
2321,3,Community,290000,Single Family - Detached
1473,2,None,314900,Single Family - Detached
1260,3,None,107500,Single Family - Detached
2622,4,Private,455000,Single Family - Detached
1013,2,Community,145000,Apartment Style/Flat
2381,3,None,364985,Single Family - Detached
1238,2,Community,224900,Townhouse
2217,2,Community,170000,Single Family - Detached
1088,2,Community,145000,Townhouse
1866,3,None,149900,Single Family - Detached
1488,3,None,259900,Single Family - Detached
3814,4,Private,624900,Single Family - Detached
2077,3,None,314927,Single Family - Detached
2833,5,Private,655000,Single Family - Detached
2043,2,Community,700000,Apartment Style/Flat
2328,4,Private,219900,Single Family - Detached
3883,5,None,434390,Single Family - Detached
2038,4,None,179900,Single Family - Detached
1607,3,Community,189000,Single Family - Detached
4806,6,Private,924000,Single Family - Detached
2521,5,None,244900,Single Family - Detached
1842,4,None,139900,Single Family - Detached
1197,4,None,40000,Single Family - Detached
1825,3,None,164900,Single Family - Detached
1122,2,None,98000,Single Family - Detached
2226,3,Both Private & Community,435000,Single Family - Detached
1788,3,None,165000,Townhouse
1636,3,None,239000,Single Family - Detached
1512,3,None,226000,Single Family - Detached
3451,4,Both Private & Community,1175000,Single Family - Detached
2122,3,Community,1195000,Apartment Style/Flat
1524,3,None,154000,Single Family - Detached
1151,3,None,117500,Single Family - Detached
1424,3,Private,140000,Single Family - Detached
1407,3,None,160000,Single Family - Detached
3308,4,None,359150,Single Family - Detached
1404,3,None,104900,Single Family - Detached
1663,4,None,125000,Single Family - Detached
1567,4,Private,202900,Single Family - Detached
2180,3,None,325000,Single Family - Detached
1962,3,Private,195000,Single Family - Detached
2994,4,Private,669000,Single Family - Detached
